    ,Location,Technology       ,Tweet                                                                                                                                                                          ,Sentiment_Score
35  ,TX      ,iot              ,RT @AI_RT_100: How is #ArtificialIntelligence changing business? [Infographic] #DeepLearning #IoT #IIoT #IoE #NLP #MachineLearning #DataSci\u2026                              ,0
36  ,TX      ,iot              ,"RT @vanguardsw: RT @grattongirl \This #VirtualReality-controlled #Robot can dismantle bombs &gt; @CNBC via @MikeQuindazzi &gt; #AI #Robotics #IoT\u2026"""                    ,0
37  ,TX      ,iot              ,RT @gp_pulipaka: Managing Storage for IoT Data at the Enterprise Edge. #BigData #MachineLearning #DataScience #AI #IoT #Cloud #CloudComputi\u2026                              ,0
38  ,TX      ,iot              ,RT @MikeQuindazzi: #China leveraging #automation and #robotics to replace millions of #workers with #machines @MikeQuindazzi #ai #robotics\u2026                               ,0
39  ,TX      ,iot              ,"RT @MikeQuindazzi: Cafe X develops $25,000 #robotic barista - pouring 120 cups of coffee per hour @MikeQuindazzi #AI #Robots #Robotics #IoT\u2026"                            ,0
40  ,TX      ,iot              ,The latest Enterprise IoT Tech Trends Daily! https://t.co/wHuLQmBPVO #iot #internetofthings                                                                                    ,1
41  ,TX      ,iot              ,"RT @MikeFeibus: 802.11ax #WiFi standard is not about the number on the box. It's about capacity and efficiency, @Qualcomm's Shravan Surinen\u2026"                            ,0
42  ,TX      ,iot              ,RT @IoTBigData: #ArtificialIntelligence giving rise to the \u201cfourth productivity impact\u201d beyond basic #automation: the rise of the fourth wa\u2026                    ,0
43  ,TX      ,iot              ,RT @MikeQuindazzi: The #WearableTech Xenxo Smart Ring provides #bluetooth connectivity to your #smartphone to make a call or #virtualassist\u2026                              ,1
44  ,TX      ,iot              ,RT @LeimerNick: Proud to be part of the IoT Observatory.\nhttps://t.co/zoMNf2NWmr https://t.co/xdvHGG05Yn                                                                      ,1
45  ,TX      ,iot              ,RT @wolfSSL: @wolfSSL shout out to @codegirlclub! We enjoyed meeting you and learning about how you are inspiring kids to code! #IoTWorld #\u2026                              ,1
46  ,TX      ,iot              ,"RT @MikeQuindazzi: 54 different #ElectricVehicles! including 25 #battery electric (#ev), 26 plug-in #hybrids (#phev) and 3 #fuelcell vehicl\u2026"                            ,0
47  ,TX      ,iot              ,RT @MikeQuindazzi: Using Simulation and Domain Adaptation to Improve Efficiency of Deep #Robotic Grasping &gt;&gt; @Google via @MikeQuindazzi &gt;&gt;\u2026                   ,0
48  ,TX      ,iot              ,"RT @adrian_drones: Top #Influencers: Top 10 Vertices, Ranked by Betweenness Centrality\nby @nodexl | \n\nRead more: \n\n#IoT #InternetofThings #\u2026"                       ,1
49  ,TX      ,iot              ,RT @MikeQuindazzi: Using Simulation and Domain Adaptation to Improve Efficiency of Deep #Robotic Grasping &gt;&gt; @Google via @MikeQuindazzi &gt;&gt;\u2026                   ,0
50  ,TX      ,iot              ,RT @IOT_Recruiting: 10 of the best cheap fitness trackers in India: Top affordable sports bands: #BigData #MachineLearning #AI #IoT HT @mot\u2026                              ,1
51  ,TX      ,iot              ,RT @straczynski: Sonuvagun...all five seasons of Babylon 5 will begin streaming on Amazon Prime next month.  At last it's someplace where p\u2026                              ,0
52  ,TX      ,iot              ,RT @MikeQuindazzi: The #telephone took 76 years to reach 1/2 the homes; #smartphones less than 10 [Infographic] @mikequindazzi #pwc #digita\u2026                              ,0
53  ,TX      ,iot              ,"RT @DigiTransTop: 8 policy trends for 2018 including the impact of #digital, #cryptocurrency, and #China as well as the new #USA risk and r\u2026"                            ,0
54  ,TX      ,iot              ,RT @BeyondTrust: IT pros worry about #IoT but not prepared to secure it. @darkreading @kg4gwa  #infosec #IoTSecurity https://t.co/NsK1b4XjT\u2026                              ,1
55  ,TX      ,iot              ,RT @SSI_TeamUS: What is the most robust tool for #data protection? Any guesses? @ipfconline1\n@antgrasso\n@Fisher85M @jblefevre60 @evankirste\u2026                            ,1
56  ,TX      ,iot              ,"RT @IOT_Recruiting: Feast your eyes on the iPhone X Tesla, a case so crazy it comes with its own phone - CNET: #machinelearning #ai #iot HT\u2026"                            ,0
